userName,score,content,sentiment,cleaned_text
A Google user,5,very good classss,Positive,good classss
A Google user,1,ai sucks for actually learning language. 2021 and before Duolingo was so much better,Negative,ai sucks actually learning language 2021 duolingo much better
A Google user,5,Duolingo is very smart study in game,Positive,duolingo smart study game
A Google user,2,Auto hard refill will increase the number of readers and also give a lot of pleasure to read. So it would have been better if the auto hard refill was done dear Duolingo member. Thank You,Negative,auto hard refill increase number readers also give lot pleasure read would better auto hard refill done dear duolingo member thank
A Google user,4,"Hello I personally love duolingo because if you want to lean languages...THIS IS THE APP FOR YOU!And you can kean more than one language and lean fast and easy by breaking down words,characters, or signs!I'm learning Korean and I've been on this app for 6 days and I'm already half way through section 2,nationalitys!So if you want to lean a language try Duolingo!",Positive,hello personally love duolingo want lean languages app kean one language lean fast easy breaking words characters signs learning korean app 6 days already half way section 2 nationalitys want lean language try duolingo
A Google user,5,the app offers all the necessary language learning techniques,Positive,app offers necessary language learning techniques
A Google user,5,Make it easy for me to learn other languages.. forever learning with Duolingo!,Positive,make easy learn languages forever learning duolingo
A Google user,5,very Good,Positive,good
A Google user,5,very super app,Positive,super app
A Google user,4,farther the streaks the more grammar they provide,Positive,farther streaks grammar provide
A Google user,5,this is very great 👏aap i love it ❤,Positive,great aap love
A Google user,3,"It used to be fun and had me looking forward to each lesson. However, the latest update (late 2022) is absolutely horrendous! The CEO is being given feedback, but he has openly said he's NOT going to change anything back! He's definitely NOT listening to the longtime users. This is not good! Duolingo used to champion user comments, but it doesn't look like they do anymore. Change it back! UPDATE: It's hard to finish Quest, when some of the lessons don't load! I've tried others devices.",Neutral,used fun looking forward lesson however latest update late 2022 absolutely horrendous ceo given feedback openly said going change anything back definitely listening longtime users good duolingo used champion user comments look like anymore change back update hard finish quest lessons load tried others devices
A Google user,5,I love it because I learned so mush French and so did my mom,Positive,love learned mush french mom
A Google user,5,"This is the most Funniest, Fun, and Most Entertaining app ever. It also challenges you and you probably like challenges and there are contests too.",Positive,funniest fun entertaining app ever also challenges probably like challenges contests
A Google user,5,best English teacher,Positive,best english teacher
A Google user,5,very good to the language skills,Positive,good language skills
A Google user,5,it so easy I stay on my streak thank to the developer for making the app,Positive,easy stay streak thank developer making app
A Google user,4,I Love how this helps me get to learn Chinese (DON'T COME FOR ME BUT I ALMOST FORGOT ABOUT MY STREAK!!!!!!),Positive,love helps get learn chinese come almost forgot streak
A Google user,5,love it,Positive,love
A Google user,5,it makes learning fun.,Positive,makes learning fun
A Google user,5,5 star rating,Positive,5 star rating
A Google user,5,this game is helpful,Positive,game helpful
A Google user,3,"So far I'm enjoying the german language course. unfortunately, I feel harassed by the application. If you purchase Duolingo Pro, instead of seeing ads for other things they force you to see ads for Duolingo Max and it's just as annoying. Also there's no way of turning on the streak tracking and the league scoring which are extremely annoying to have to sit through. Will not repurchase the Pro in future years.",Neutral,far enjoying german language course unfortunately feel harassed application purchase duolingo pro instead seeing ads things force see ads duolingo max annoying also way turning streak tracking league scoring extremely annoying sit repurchase pro future years
A Google user,5,very cool to learn,Positive,cool learn
A Google user,4,"Don't enjoy that you have hearts, but other than that It is a good app.",Positive,enjoy hearts good app
A Google user,1,Very slow app technical issues too much time wast in opening.(i buy full premium but app shows continuously adds i want to hate duo but I'm addicted by my course till 2021),Negative,slow app technical issues much time wast opening buy full premium app shows continuously adds want hate duo addicted course till 2021
A Google user,5,super,Positive,super
A Google user,5,very good an i learned about japanes e very well thanks duolingo😉😉,Positive,good learned japanes e well thanks duolingo
A Google user,1,"Some answer buttons are not work it's irritating 😔 please chage it , it's didn't allow to move next level",Negative,answer buttons work irritating please chage allow move next level
A Google user,5,good for learn new languange.,Positive,good learn new languange
A Google user,3,the hearts system is annoying,Neutral,hearts system annoying
A Google user,4,"podrían añadir un botón que sea para aclarar dudas o explicar algo nuevamente mientras se hace la lección, por ejemplo , yo no entendí por qué iba el ""do"" en las preguntas, y tuve que buscar por otros medios para aclarar la duda, pero, con un botón (por ejemplo [!]) que sirva para aclarar dudas, hubiese entendido mejor y más rápido.",Positive,podrían añadir un botón que sea para aclarar dudas explicar algo nuevamente mientras se hace la lección por ejemplo yo entendí por qué iba el en las preguntas tuve que buscar por otros medios para aclarar la duda pero con un botón por ejemplo que sirva para aclarar dudas hubiese entendido mejor más rápido
A Google user,5,parfect game 😍😍😍😍😜😜😜,Positive,parfect game
A Google user,5,The best to learn all languages,Positive,best learn languages
A Google user,5,really good for learning small words and nice to remember,Positive,really good learning small words nice remember
A Google user,5,cold and hot,Positive,cold hot
A Google user,5,amazing,Positive,amazing
A Google user,5,sushi desu,Positive,sushi desu
A Google user,5,it's so good,Positive,good
A Google user,1,"The app is trash, better to use it on web with ad blocker. Constantly bombarding you with Super Duolingo ads after every session. Money hungry mr Duo.",Negative,app trash better use web ad blocker constantly bombarding super duolingo ads every session money hungry mr duo
A Google user,5,learn more,Positive,learn
A Google user,4,I JUST GET MAD WHEN I LOSE A HEART BUT I LOVE THIS LEARNING APP,Positive,get mad lose heart love learning app
A Google user,5,very nice 👍,Positive,nice
A Google user,5,"Quite fun and Competitive.. But actually, It's too fun, I have no idea How to really understand each sentences use for daily life situation, It's like I have to learn a lot of it So I can take a step further with so much vocabulary I need to work on.. Overall, It's really Good",Positive,quite fun competitive actually fun idea really understand sentences use daily life situation like learn lot take step much vocabulary need work overall really good
A Google user,5,a wonderful app,Positive,wonderful app
A Google user,5,nice app,Positive,nice app
A Google user,5,wow mujhe angraygi aa gai,Positive,wow mujhe angraygi aa gai
A Google user,5,"Slow steps and lots of repetition. Encourages writing, reading and listening skills. Love this app.",Positive,slow steps lots repetition encourages writing reading listening skills love app
A Google user,5,best,Positive,best
A Google user,5,Great learning platform if you're willing to give a little time.,Positive,great learning platform willing give little time
A Google user,5,honestly a great way to get into rhythm!!!,Positive,honestly great way get rhythm
A Google user,3,the speaking option isn't working. There is not enough explanation of when and how to use the different forms of words.,Neutral,speaking option working enough explanation use different forms words
A Google user,5,easy to learn and animations are cute 😀,Positive,easy learn animations cute
A Google user,5,Absolute cinema,Positive,absolute cinema
A Google user,3,it's.a pretty food app but I still don't understand a lot of stuff I need to,Neutral,pretty food app still understand lot stuff need
A Google user,5,𝚜𝚞𝚙𝚎𝚛 𝚊𝚙𝚙 𝚎𝚊𝚜𝚢 𝚝𝚘 𝚕𝚎𝚊𝚛𝚗 𝚠𝚎 𝚌𝚊𝚗 𝚕𝚎𝚊𝚗𝚛 .𝚘𝚛𝚎 𝚕𝚊𝚗𝚐𝚞𝚊𝚐𝚎𝚜 𝚒𝚗 𝚝𝚑𝚒𝚜 𝚊𝚙𝚙.𝚒𝚝 𝚒𝚜 𝚟𝚎𝚛𝚢 𝚏𝚞𝚕𝚕 𝚝𝚘 𝚠𝚑𝚘 𝚒𝚜 𝚐𝚘𝚒𝚗𝚐 𝚝𝚘 𝚘𝚝𝚑𝚎𝚛 𝚌𝚘𝚗𝚝𝚛𝚒𝚎𝚜 𝚘𝚛 𝚌𝚘𝚗𝚝𝚒𝚗𝚎𝚗𝚝𝚜.𝚒𝚝 𝚠𝚒𝚕𝚕 𝚋𝚎 𝚟𝚎𝚛𝚢 𝚎𝚊𝚜𝚢 𝚝𝚘 𝚞𝚜𝚎 𝚊𝚕𝚜𝚘.𝚗𝚘𝚠 𝚒𝚝 𝚒𝚜 𝚒𝚗 𝚝𝚑𝚎 𝚕𝚊𝚗𝚐𝚞𝚊𝚐𝚎 𝚝𝚊𝚖𝚒𝚕 𝚊𝚕𝚜𝚘.𝙽𝚘𝚝 𝚘𝚗𝚕𝚢 𝚒𝚗 𝚝𝚊𝚖𝚒𝚕 𝚒𝚝 𝚒𝚜 𝚒𝚗 𝚊𝚕𝚕 𝚝𝚑𝚎 𝚕𝚊𝚗𝚟𝚞𝚊𝚐𝚎𝚜.𝙰𝚗𝚍 𝚊𝚕𝚜𝚘 𝚠𝚎 𝚌𝚊𝚗 𝚕𝚎𝚊𝚛𝚗 𝚖𝚞𝚜𝚒𝚌 𝚒𝚗 𝚝𝚑𝚒𝚜.,Positive,𝚜𝚞𝚙𝚎𝚛 𝚊𝚙𝚙 𝚎𝚊𝚜𝚢 𝚝𝚘 𝚕𝚎𝚊𝚛𝚗 𝚠𝚎 𝚌𝚊𝚗 𝚕𝚎𝚊𝚗𝚛 𝚘𝚛𝚎 𝚕𝚊𝚗𝚐𝚞𝚊𝚐𝚎𝚜 𝚒𝚗 𝚝𝚑𝚒𝚜 𝚊𝚙𝚙 𝚒𝚝 𝚒𝚜 𝚟𝚎𝚛𝚢 𝚏𝚞𝚕𝚕 𝚝𝚘 𝚠𝚑𝚘 𝚒𝚜 𝚐𝚘𝚒𝚗𝚐 𝚝𝚘 𝚘𝚝𝚑𝚎𝚛 𝚌𝚘𝚗𝚝𝚛𝚒𝚎𝚜 𝚘𝚛 𝚌𝚘𝚗𝚝𝚒𝚗𝚎𝚗𝚝𝚜 𝚒𝚝 𝚠𝚒𝚕𝚕 𝚋𝚎 𝚟𝚎𝚛𝚢 𝚎𝚊𝚜𝚢 𝚝𝚘 𝚞𝚜𝚎 𝚊𝚕𝚜𝚘 𝚗𝚘𝚠 𝚒𝚝 𝚒𝚜 𝚒𝚗 𝚝𝚑𝚎 𝚕𝚊𝚗𝚐𝚞𝚊𝚐𝚎 𝚝𝚊𝚖𝚒𝚕 𝚊𝚕𝚜𝚘 𝙽𝚘𝚝 𝚘𝚗𝚕𝚢 𝚒𝚗 𝚝𝚊𝚖𝚒𝚕 𝚒𝚝 𝚒𝚜 𝚒𝚗 𝚊𝚕𝚕 𝚝𝚑𝚎 𝚕𝚊𝚗𝚟𝚞𝚊𝚐𝚎𝚜 𝙰𝚗𝚍 𝚊𝚕𝚜𝚘 𝚠𝚎 𝚌𝚊𝚗 𝚕𝚎𝚊𝚛𝚗 𝚖𝚞𝚜𝚒𝚌 𝚒𝚗 𝚝𝚑𝚒𝚜
A Google user,4,very nice learning app 🙂 (the owl is cute),Positive,nice learning app owl cute
A Google user,4,love your site. Duolingo is fantastic!,Positive,love site duolingo fantastic
A Google user,3,"Edit: Removed 2 stars because app is glitchy. Hard to move to next lesson because the screen blanks out. Leaderboard results blank out and when pressing a word in Word Bank, the word doesn't go to the top line, it falls by the green Checked button. Please fix asap. Easy to use. Fun to learn. Keeps you motivated to learn and practice each day with interactive game like features to keep you interested in learning. Love it. Gracias!",Neutral,edit removed 2 stars app glitchy hard move next lesson screen blanks leaderboard results blank pressing word word bank word go top line falls green checked button please fix asap easy use fun learn keeps motivated learn practice day interactive game like features keep interested learning love gracias
A Google user,5,I hate the hearts function...but I guess how else are they gonna get you to buy the plus version... There's also not too many adds,Positive,hate hearts function guess else gonna get buy plus version also many adds
A Google user,4,some of the direct translations are a bit off but still a great way to learn another language!,Positive,direct translations bit still great way learn another language
A Google user,5,I learned so much by this app,Positive,learned much app
A Google user,4,I'm doing well. helping a lot,Positive,well helping lot
A Google user,5,very nice,Positive,nice
A Google user,5,mast hai,Positive,mast hai
A Google user,5,"it's great for learning English, it improves my english faster than I learn in school. A very useful app!",Positive,great learning english improves english faster learn school useful app
A Google user,5,i lub duolingo ɛ:,Positive,lub duolingo ɛ
A Google user,5,it invigorates the mind.,Positive,invigorates mind
A Google user,5,"suka banget sama apk inii, bener² membantu dan belajar gaperlu bayar",Positive,suka banget sama apk inii bener² membantu dan belajar gaperlu bayar
A Google user,4,id have to say it is enjoyable but i have a nitpick and its the lack of other slavic languages particularly serbian if u guys could possibly include this with the app that be great plz address this thank you.,Positive,id say enjoyable nitpick lack slavic languages particularly serbian u guys could possibly include app great plz address thank
A Google user,3,"Nice for learning basics, but I keep getting kicked out of speaking exercises, and the leader board won't load, so I can't see my position or do the match madness and ramp up challenges. Not a very well maintained app overall. Some of these nudges are really rude, too.",Neutral,nice learning basics keep getting kicked speaking exercises leader board load see position match madness ramp challenges well maintained app overall nudges really rude
A Google user,5,grate learning app what I have seen. I learn every day 15 minutes per day at least.,Positive,grate learning app seen learn every day 15 minutes per day least
A Google user,3,"It's good for starters. If you do one lesson a day just to keep your streak, it takes a while to complete one level. It's very repetitive. You just practice the same words and only learn like 4-5 new words each level. Also, the reminders are very annoying. Every week or two, even if you don't continue your streak, you get a reminder. And if you do, it reminds you every day 1-3 times. Overall, it's good for learning basic words and phrases unless you're willing to do it for a very long time.",Neutral,good starters one lesson day keep streak takes complete one level repetitive practice words learn like 4 5 new words level also reminders annoying every week two even continue streak get reminder reminds every day 1 3 times overall good learning basic words phrases unless willing long time
A Google user,5,I love duolingo cause it teaches you how to speak a language,Positive,love duolingo cause teaches speak language
A Google user,2,"After you complete a lesson, a big ad pops up, and you can't close out of it. The only way out, is to completely close the app, and start over. Please fix this! It's so frustrating!",Negative,complete lesson big ad pops close way completely close app start please fix frustrating
A Google user,5,I love it it's helps me learn Spanish I wish u could learn the Cambodia language,Positive,love helps learn spanish wish u could learn cambodia language
A Google user,5,teaches a lot. I mean a lot try.,Positive,teaches lot mean lot try
A Google user,5,perfect application,Positive,perfect application
A Google user,5,👍,Positive,
A Google user,4,this aap is very useful,Positive,aap useful
A Google user,5,I LOVE IT,Positive,love
A Google user,2,too many adverts,Negative,many adverts
A Google user,4,"I love this app, it teaches well , B ut I do wish that they give free tries",Positive,love app teaches well b ut wish give free tries
A Google user,5,😘👍,Positive,
A Google user,5,loving it,Positive,loving
A Google user,5,amazing app wow big bird,Positive,amazing app wow big bird
A Google user,5,the world best Language app!!!,Positive,world best language app
A Google user,5,It's so amazing it cured my haemorroids so now I can truly say chan eil haemeroids agam. Tapa leibh duo lingo. Tapa leibh,Positive,amazing cured haemorroids truly say chan eil haemeroids agam tapa leibh duo lingo tapa leibh
A Google user,1,"None of the speaking exercises work on my phone, even though Duolingo has full microphone permissions",Negative,none speaking exercises work phone even though duolingo full microphone permissions
A Google user,5,if it wasn't for Duolingo I couldn't know what my family is saying 5 ⭐⭐⭐⭐⭐ 💚💚💚,Positive,duolingo know family saying 5
A Google user,1,"Recently I experienced a bug and didn't get fixed, and made me lose my one week streak.",Negative,recently experienced bug get fixed made lose one week streak
A Google user,5,it helps me learn different languages,Positive,helps learn different languages
A Google user,4,I Wana learn Korean tell I'm 19 or 18 because I Wana move to Korea right now I'm 15 and This app helps so much I'm learning a lot and it doesn't make it difficult to learn you better try it,Positive,wana learn korean tell 19 18 wana move korea right 15 app helps much learning lot make difficult learn better try
A Google user,5,It's easier than I thought to learn French,Positive,easier thought learn french
A Google user,5,"it's helped me learn Japanese, and I love it",Positive,helped learn japanese love
A Google user,5,Duolingo has been both enjoyable and informative! It's helped me keep up with my Spanish!,Positive,duolingo enjoyable informative helped keep spanish
A Google user,5,"Doulingo is an WONERFUL app that helps me speak and communicate with other Spanish people! ¿¿¿Hola, cómo estás???",Positive,doulingo wonerful app helps speak communicate spanish people hola cómo estás
A Google user,1,"Before the last update, you could practice to earn back hearts but that option has been removed. It defeats the purpose of being a learning app when a learning tool is being replaced by a cash grab. Please return the practice option!",Negative,last update could practice earn back hearts option removed defeats purpose learning app learning tool replaced cash grab please return practice option
A Google user,5,this is a BIG opportunity to learn something new and this is such a really fun thing to do,Positive,big opportunity learn something new really fun thing
A Google user,5,sweet,Positive,sweet
A Google user,5,Very simple app to navigate. The lessons are clear and offer many helpful tools to learn. It's actually made so that it's fun to learn a new language. I am currently learning two languages simultaneously at my own pace.,Positive,simple app navigate lessons clear offer many helpful tools learn actually made fun learn new language currently learning two languages simultaneously pace
A Google user,5,it is pretty good,Positive,pretty good
A Google user,5,so fun ❤️,Positive,fun
A Google user,5,it is a nice app,Positive,nice app
A Google user,5,I love it,Positive,love
A Google user,4,I LOVE THIS GAME,Positive,love game
A Google user,4,"not bad, very challenging!",Positive,bad challenging
A Google user,5,I honestly Love Duolingo because it makes it super fun learning new languages and encourages you every time you reach a milestone not only that but it actually teaches you the full languages it gives you lessons of listening reading and writing I did also teaches you mathematics and more not only that but super Duolingo is very convenient for people because it provides the best I definitely recommend this game if you are looking to learn a new language,Positive,honestly love duolingo makes super fun learning new languages encourages every time reach milestone actually teaches full languages gives lessons listening reading writing also teaches mathematics super duolingo convenient people provides best definitely recommend game looking learn new language
A Google user,5,"amazing, fun, easy to follow, to engage with and dynamic... well done Duolingo team!",Positive,amazing fun easy follow engage dynamic well done duolingo team
A Google user,4,it's alright,Positive,alright
A Google user,5,this is a good way to be teached differnet langues around a the world!I recommed.,Positive,good way teached differnet langues around world recommed
A Google user,5,"Outstanding app to learn any language, brush up on a language and gain deeper depth into appreciating one. Thank you!",Positive,outstanding app learn language brush language gain deeper depth appreciating one thank
A Google user,5,Awesome,Positive,awesome
A Google user,5,I love it 😀 😍,Positive,love
A Google user,5,Great 👍,Positive,great
A Google user,5,Very good app,Positive,good app
A Google user,1,"Listen here buckaroo, stop giving me words you didn't teach me!! I am STRUGGLING over here, and I had one more thing thing to complete my lesson to get my streak, and I accidentally closed out, and NOW IT RESTARTED",Negative,listen buckaroo stop giving words teach struggling one thing thing complete lesson get streak accidentally closed restarted
A Google user,1,"Awful, you only get reminded 2 days before your free trial ends, no additional heads up atleast a few hours before it ends. The notifications are pretty useless as it doesn't show you on the app either. I've just been charged 60 pounds for being one day late to cancelling. How to end the trial is really unclear aswell. I'm disappointed.",Negative,awful get reminded 2 days free trial ends additional heads atleast hours ends notifications pretty useless show app either charged 60 pounds one day late cancelling end trial really unclear aswell disappointed
A Google user,5,"it's easy, fun, and motivating when you learn your languages!",Positive,easy fun motivating learn languages
A Google user,5,very good experience...but too much pub,Positive,good experience much pub
A Google user,5,I have to give this app a five star rating because I don't wanna get on Duo's bad side,Positive,give app five star rating wanna get duo bad side
A Google user,5,"amazing,not explanation #1 learning app ever",Positive,amazing explanation 1 learning app ever
A Google user,5,veryyyy good,Positive,veryyyy good
A Google user,5,مفيد جدا 💓,Positive,مفيد جدا
A Google user,5,Duolingo is an app that makes language learning interesting. You can be sure to gain a lot from this app,Positive,duolingo app makes language learning interesting sure gain lot app
A Google user,5,"This app is amazing for language learning I have done French so well because of Duolingo like I have done so well in Spanish,German,Music and Math and more.Never lost a day.",Positive,app amazing language learning done french well duolingo like done well spanish german music math never lost day
A Google user,5,good fun I first found it when I wanted to learn polish,Positive,good fun first found wanted learn polish
A Google user,5,I didn't like the style of learning where you're plunged into quizzes before being given notes but actually? It's not bad.,Positive,like style learning plunged quizzes given notes actually bad
A Google user,5,"very good and fun app to learn a language. though keep in mind, this won't make you fluent.",Positive,good fun app learn language though keep mind make fluent
A Google user,4,Nice,Positive,nice
A Google user,5,Really easy & enjoyable way to learn or practice a language. The social aspect makes it a fun experience.,Positive,really easy enjoyable way learn practice language social aspect makes fun experience
A Google user,4,"I really like this app, and it will help me learn different languages for fun. Right now, I am learning Korean. I just need to do my lessons on time.....I would rate it 4.5, but I can't, or I just don't know how😑",Positive,really like app help learn different languages fun right learning korean need lessons time would rate 4 5 know
A Google user,5,"7 year streak, I'm essentially married to this app now. But I can speak to my in laws because of it!",Positive,7 year streak essentially married app speak laws
A Google user,4,pretty fun,Positive,pretty fun
A Google user,5,That's awesome,Positive,awesome
A Google user,5,"Need to add Filipino, otherwise a great app",Positive,need add filipino otherwise great app
A Google user,5,best!,Positive,best
A Google user,5,really enjoying this app and helping with me learning welsh,Positive,really enjoying app helping learning welsh
A Google user,5,perfect I just love it it's good for all of the languages. you want to learn,Positive,perfect love good languages want learn
A Google user,5,Very very helpful,Positive,helpful
A Google user,5,So fun my kid learned so much from it now she can speak just like use we speak Spanish she can say mucho custo,Positive,fun kid learned much speak like use speak spanish say mucho custo
A Google user,5,Duolingo is the best French app every 🥰 love you,Positive,duolingo best french app every love
A Google user,1,It's getting worse and worse. - It's telling you that you have earned double XP but will not give it to you. - I have probably finished Italian lessons as it's not coming up with anything new and it only allows me 6 It lessons in 24 hrs. - And in Spanish.. There is that where I have to fill 3 verbs but it's blocking the 3rd one and the only option is to quit game. - I have a huge list but I am only allowed to write under 500 characters. Concluzion: I stopped recommending it. It's a waste of time,Negative,getting worse worse telling earned double xp give probably finished italian lessons coming anything new allows 6 lessons 24 hrs spanish fill 3 verbs blocking 3rd one option quit game huge list allowed write 500 characters concluzion stopped recommending waste time
A Google user,1,"I have to watch just under two and a half minutes of adverts for every exercise I complete. Thats no incentive to come back every day. I know youre trying to get me to pay for the app and take out the adds, but this is ridiculous",Negative,watch two half minutes adverts every exercise complete thats incentive come back every day know youre trying get pay app take adds ridiculous
A Google user,5,Very helpful... 👍🏾,Positive,helpful
A Google user,4,Interesting,Positive,interesting
A Google user,3,"You can't spam lessons one after another, because the XP will NOT count towards the leaderboards. Had x3 XP, so I was able to do at LEAST 7 lessons equalling to over 300 XP only to find I was only counted for 110 XP. Please look into this. It's a little disheartening.",Neutral,spam lessons one another xp count towards leaderboards x3 xp able least 7 lessons equalling 300 xp find counted 110 xp please look little disheartening
A Google user,5,Awesome app i recommend it,Positive,awesome app recommend
A Google user,5,i learned over 10 spanish words in twenty minutes... thats crazy bro,Positive,learned 10 spanish words twenty minutes thats crazy bro
A Google user,5,"app doing it's best to make me learn 😂,, tq duolingo developers",Positive,app best make learn tq duolingo developers
A Google user,5,music is very fun and it's good for education,Positive,music fun good education
A Google user,5,muito bom.. melhor aplicativo de inglês,Positive,muito bom melhor aplicativo de inglês
A Google user,5,Great for beginners!,Positive,great beginners
A Google user,4,"i like it, but i cant say it about being fun",Positive,like cant say fun
A Google user,5,it really worth my time 😀,Positive,really worth time
A Google user,5,nice Duolingo family,Positive,nice duolingo family
A Google user,5,Duo is like a friend🥰.Helps you learn step by step.I took one of those said to be hard languages but am doing pretty great🥳.Am impressed.I can't really afford the premium one yet but imma make an effort to for sure😉.,Positive,duo like friend helps learn step step took one said hard languages pretty great impressed really afford premium one yet imma make effort sure
A Google user,5,"A really put-together app for learning, I recommend.",Positive,really put together app learning recommend
A Google user,5,"Its the absolute best learning game ever you guys have to download it,it's literally so amazing👍🏾❤️",Positive,absolute best learning game ever guys download literally amazing
A Google user,4,It's the best language app I have ever used,Positive,best language app ever used
A Google user,5,I llove the frozen streaks.,Positive,llove frozen streaks
A Google user,1,I'm actually kind of sad about this AP's changes. The features for learning and the hearts are just not cool. The inability to learn on a free app sucks. You can't keep your streaks if you fail even though you're logged in it acts like you didn't do a lesson. Failed lessons is STILL logging in and trying. Totally uncool.,Negative,actually kind sad ap changes features learning hearts cool inability learn free app sucks keep streaks fail even though logged acts like lesson failed lessons still logging trying totally uncool
A Google user,5,Excellent Language Platform 👌,Positive,excellent language platform
A Google user,5,because i love it,Positive,love
A Google user,1,It's almost impossible to study with this application due to the many ads. Also every time you make a single mistake and you have no hearts left you are taken back to practice for a heart. The worst application ever!! Unbelievable!,Negative,almost impossible study application due many ads also every time make single mistake hearts left taken back practice heart worst application ever unbelievable
A Google user,5,it helps me Arabic so I can talk Arab to my crush Samira,Positive,helps arabic talk arab crush samira
A Google user,5,"This app is great! It's thorough with the lessons, simple to use, enjoyable and fun! I also like how if you answer a question wrong it will explain why (in the paid version when trials are offered)!",Positive,app great thorough lessons simple use enjoyable fun also like answer question wrong explain paid version trials offered
A Google user,5,"Duolingo rocks. it makes learning a language very fun, and the competitive elements keeps me engaged",Positive,duolingo rocks makes learning language fun competitive elements keeps engaged
A Google user,5,IT IS FAN-TASTIC I LOVE IT. ITS SO GOOD,Positive,fan tastic love good
A Google user,4,"Great, but i have a problem with the leaderboard. suddenly it doesn't load . it has been going on for a week now",Positive,great problem leaderboard suddenly load going week
A Google user,4,very helpful 👌,Positive,helpful
A Google user,4,French has 8 sections close to 150 units. Portuguese which is very similar has 4 sections and closer to 50 units. I have premium. Maybe worth it. I started off non paid years ago and even though they cap you at 5 mistakes a day it was still doable but you probably won't be progressing on the higher leaderboards. Unpaid version has ads that are WAY TOO Loud esp w/ headphones (which they recommend). The load times for lessons are a bit lengthy. They double Paywalled a mistake explanation section.,Positive,french 8 sections close 150 units portuguese similar 4 sections closer 50 units premium maybe worth started non paid years ago even though cap 5 mistakes day still doable probably progressing higher leaderboards unpaid version ads way loud esp w headphones recommend load times lessons bit lengthy double paywalled mistake explanation section
A Google user,5,I can learn polish 🇵🇱!,Positive,learn polish
A Google user,5,nice app to try out. it does teach and easy to follow the instructions,Positive,nice app try teach easy follow instructions
A Google user,5,"it's a good app, no glitches. The only thing I would say is that losing heart makes me mad sometimes, but it also makes it addicting and you can always get unlimited version",Positive,good app glitches thing would say losing heart makes mad sometimes also makes addicting always get unlimited version
A Google user,5,👍,Positive,
A Google user,5,Hello I forgot cancel my subscribe can you canceled my subscribe please,Positive,hello forgot cancel subscribe canceled subscribe please
A Google user,5,it's really fun when I downloaded this i new russin like boom!,Positive,really fun downloaded new russin like boom
A Google user,4,Very fun to learn with my daughter loves it and loves keeping her streaks. It does keep repeating the same way to teach new words.,Positive,fun learn daughter loves loves keeping streaks keep repeating way teach new words
A Google user,5,it's great I'm really enjoying learning language with this app,Positive,great really enjoying learning language app
A Google user,5,"awesome، fine, best revision,",Positive,awesome fine best revision
A Google user,5,its really helping app to boost up my fluence in English . i am still practicing this daily .. wow. ita marvelous .. keep it up ...,Positive,really helping app boost fluence english still practicing daily wow ita marvelous keep
A Google user,4,it's a great way to increase your vocabulary and understand basic grammar concepts,Positive,great way increase vocabulary understand basic grammar concepts
A Google user,5,a ten out of ten! I almost lost my streak in resulting in my family getting kidnapped by Duolingo.,Positive,ten ten almost lost streak resulting family getting kidnapped duolingo
A Google user,4,nice app,Positive,nice app
A Google user,1,"Duo was 5 stars but ever since the Feb. 2025 update, you can not practice (old lessons) to regain hearts in the base game (free version). Hence I've lowered my review to 1 star. It will remain that way until the company decides to undo their update.",Negative,duo 5 stars ever since feb 2025 update practice old lessons regain hearts base game free version hence lowered review 1 star remain way company decides undo update
A Google user,5,Perfect 😘,Positive,perfect
A Google user,3,I have been using duo on and off since it was still a fully free app. I currently pay for plus and am frustrated. The speaking componant of the app has not been working for over a month. I've sent countless error reports and multiple emails to tech support with no response. It's hard to justify paying for something that used to be free many years ago when it's not working and I am receiving no assistance. It's a bummer becuase I have learned a lot.,Neutral,using duo since still fully free app currently pay plus frustrated speaking componant app working month sent countless error reports multiple emails tech support response hard justify paying something used free many years ago working receiving assistance bummer becuase learned lot
A Google user,5,good 👍🏻,Positive,good
A Google user,2,"It's fun, alright. Then, it becomes very discouraging when you earn just a quarter of the points you've earned(90 but get 20 points) 👎👎👎👎",Negative,fun alright becomes discouraging earn quarter points earned 90 get 20 points
A Google user,4,good,Positive,good
A Google user,4,Es ist sehr gut und es hat mir auch geholfen jetzt französisch zu lernen ich kann es euch nur empfehlen.,Positive,es ist sehr gut und es hat mir auch geholfen jetzt französisch zu lernen ich kann es euch nur empfehlen
A Google user,1,The app has gone so much worse. Each and every update makes it worse as a free user.,Negative,app gone much worse every update makes worse free user
A Google user,5,This is the best app for learning new language. I love everything about the app,Positive,best app learning new language love everything app
A Google user,5,wonderful app I like how it makes you speak it after the third lesson in each language,Positive,wonderful app like makes speak third lesson language
A Google user,5,"I love it it's so fun,easy, and engaging for me to learn not only languages but also math and music! There's one thing I wanna ad to it which is the language in the Philippines 🇵🇭 I hope we can add it I'll love it.😊🤩",Positive,love fun easy engaging learn languages also math music one thing wanna ad language philippines hope add love
A Google user,5,good application,Positive,good application
A Google user,5,"it's such a good app for learning new languages, music, and even maths. I really love this app I have recommended it to so many friends and we have battles to see who can get the highest streak.(I am winning btw with a streak of 103 days) Me and my friends can rate this app soo highly trust me it's such a good app. If you wanna battle your friends in streaks try this instead of Snapchat streaks and plus you learn at the same time. Thank u",Positive,good app learning new languages music even maths really love app recommended many friends battles see get highest streak winning btw streak 103 days friends rate app soo highly trust good app wanna battle friends streaks try instead snapchat streaks plus learn time thank u
A Google user,5,nice app,Positive,nice app
